Número de dato,Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
22,0.4124317107358633,0.4125445714730256,0.03024840689909182,0.030256684287594576
17,0.5380894993562018,0.4225314880121771,0.03946435179684566,0.030989140855021306
1,0.16760476356799298,0.2444315309093779,0.012292403698991048,0.017927002733914368
12,0.5630698831873995,0.6409248212549876,0.04129645343925668,0.0470064601736327
19,0.0,0.17227167730985019,0.0,0.01263468268033996
5,0.6909001722568843,0.6989901544304891,0.05067173302409603,0.0512650653654841
