Número de dato (test interno),Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
3,0.20843472000591431,0.21578375984761577,0.004695375782386199,0.004860926433906911
19,0.0,-0.013045686687387675,0.0,-0.00029387810886218974
0,0.0,0.007949082070450263,0.0,0.00017906770736052731
