modelo,r2_interno,r2_externo,hidden_layer_sizes,activation,alpha,learning_rate_init
1,0.6591654908494058,-49.71785525384421,"(5, 5)",tanh,0.001,0.0001
2,0.9000523227340455,-80.71326230951225,"(5, 5)",tanh,0.001,0.0001
3,0.9447763377139543,-8235.550407169003,"(5, 5)",relu,0.01,0.0001
4,0.7285949670426615,-57.911495257850845,"(10,)",relu,0.01,0.001
