Número de dato (test interno),Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
3,0.32353330796281343,0.29877966731864536,9.102804939917398,8.909470608263403
19,0.5933288938694171,0.5719810679936036,11.21,11.043266237185252
0,0.6728170620575872,0.6754923083545208,11.830829561678264,11.851724142894112
