Real (norm),Pred_mean,Pred_std
0.31917504133231994,0.36834422,0.16315666
0.6412891302633317,0.67028904,0.18111145
0.14602194071620023,0.2647957,0.20907457
0.45986244180474645,0.5102715,0.16889048
0.051604959193273015,0.21884544,0.19600965
0.6043813902577881,0.62743616,0.18801248
