Número de dato (test interno),Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
3,1.574502256387443,1.3330796761218267,0.016,0.013898854377146245
19,0.5403981948900458,0.8948245001850756,0.006999999999999998,0.010084638061508375
0,1.0,0.881540710548069,0.011,0.009969026769391464
