Número de dato,Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
22,0.3830163523623437,0.3780832564973325,0.03087631546037849,0.030478640992474097
17,0.6625172483829109,0.5930161991403063,0.053407880454306764,0.04780515276916645
1,0.07093577380024838,0.10444924665643499,0.005718385953429213,0.0084200266371709
12,0.18879979676103986,0.25541912940477557,0.01521982559672649,0.02059024781964489
19,0.0,0.13345248819784597,0.0,0.010758081473949724
5,0.42239932005655717,0.4168443797618556,0.03405111707600784,0.033603313508758274
