Número de dato (test interno),Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
3,1.512680905466555,1.1520627834694401,0.01,0.007889809520003822
19,0.4873190945334447,0.6242823277545813,0.004,0.0048014530973988345
0,1.3417872703110365,1.2953249659903794,0.009,0.008728121505061465
