Número de dato (test interno),Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
3,0.5055459433129765,0.5207367539078447,0.20499999999999996,0.21106976236433503
19,0.4830216191059628,0.46508884045780374,0.196,0.1888346348440867
0,0.8434108064181838,0.7992419521631524,0.34,0.32235153762475593
