Número de dato (test interno),Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
3,0.5551756661164821,0.5969702537173915,6.605,6.959501692030915
19,0.8292855458618251,0.6790772381492848,8.93,7.6559331339822325
0,1.3845791087007784,1.2405070202654265,13.64,12.417980545891346
