Número de dato (test interno),Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
3,0.6779883703054498,0.5997855876124725,0.049,0.04414285973042912
19,0.19497092576362463,0.2813531941956201,0.019,0.024365164513712435
0,0.8550947666374523,0.7567055333218452,0.06,0.05388908820411635
