Número de dato (test interno),Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
3,1.487827404829949,1.0252660350683038,0.206,0.1519521998654326
19,0.1869543252834187,0.43842448902607395,0.054,0.08338293173243916
0,1.7103451684365922,1.4209214787311826,0.232,0.1981824035511923
