Número de dato (test interno),Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
3,0.3711111875365409,0.36303233764149545,0.02,0.019614613120716873
19,0.14051862296660586,0.23131656536067635,0.009,0.013331351135269853
0,0.7065185541837189,0.6316609394884577,0.036,0.032429053281992797
