Número de dato,Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
22,0.18791492832177265,0.07349139511903474,0.13158767532459797,0.0514624459399845
17,0.682430321350701,0.5764760216898712,0.4778727286838581,0.4036780912086458
1,0.2716412737949054,0.1905106483334885,0.1902171586904344,0.1334053316714655
12,0.40129657853024625,0.4113785792081681,0.28100845609290415,0.28806839030716236
19,0.0,0.05031177629155625,0.0,0.035230887416888845
5,0.038596293605594495,0.06518262329987913,0.02702710528143481,0.045644217562656915
