Número de dato,Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
22,-0.005002025993657566,0.09544022226470318,0.915418456243582,1.267962368146528
17,0.8113116761990138,0.8068016865730232,3.780611449243175,3.7647817619058443
1,0.15987014446717351,0.1709508078075869,1.4941060199536313,1.5329982238642874
12,0.10261699346782582,0.12837010270148239,1.2931522363409673,1.3835435012750577
19,0.21283265115965144,0.18409517877346282,1.68,1.5791338693736725
5,-0.019779762244391652,0.08893252817816016,0.8635498348492963,1.2451209048129295
