Real (norm),Pred_mean,Pred_std
0.30120045640757664,0.35464162,0.207471
0.7986824474157191,0.80120516,0.23765731
0.6086603578062526,0.61362827,0.23779853
0.52086522972479,0.539345,0.22450136
0.3278760405229418,0.36593446,0.2057935
0.4705523534171946,0.5039519,0.1900622
