Número de dato (test interno),Real (normalizado),Predicho Ensemble (normalizado),Real (desnormalizado),Predicho Ensemble (desnormalizado)
3,0.8245787908820614,0.7448709931279122,1.087,1.0065748320660632
19,0.5262636273538157,0.6157277207525543,0.786,0.8762692702393272
0,1.7244796828543114,1.3920823101217292,1.995,1.6596110509128246
