Real (norm),Pred_mean,Pred_std
0.15104499463251053,0.23651123,0.23676327
0.1919085500173614,0.36643505,0.26952323
0.746593838097132,0.70806944,0.27049112
0.05135418920099166,0.10216921,0.270388
0.6510252214360577,0.61710954,0.2439341
0.1838827455934161,0.20136844,0.25012735
